Question,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Capsicum?>,95-100 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Carrot?>,75-80 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Cucumber?>,50-70 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Beans?>,45-50 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Lettuce?>,45-55 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Okra?>,45-50 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Onion?>,150-160 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Peas?>,55-60 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Radish?>,40-45 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Spinach?>,60 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Tomato?>,110-115 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Turnip?>,40-50 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Cauliflower?>,120-125 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Potato?>,70-120 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Pumpkin?>,70-75 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Corn?>,60-100 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Melon?>,70-85 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to increase agricultural productivity?>,"Agricultural productivity can be increased in certain ways, The extension of the artificial irrigation facilities that are available throu­ghout the country, the strengthening of the flood control measures which cause great harm every year, the extensive use of the HYV seeds, fertilizer, the use of the various modern techniques of production that are available, allowing the fallow land to be made cultivable; solving and preventing the problems of land erosion, granting of various liberal grants of loans to farmers, etc, are a few ways to increase productivity, Most importantly, changes must be made to the structures and institutions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In India, what is Commercial farming?>","In India, certain crops are grown and harvested solely for the purpose of trade, Commercial Farming is the type of farming that involves new techniques and tools, which contribute largely to the Indian economy, Crops grown for Commercial purposes are also exported to other countries, Commercial farming requires the use of various fertilizers, insecticides, and pesticides in order to enhance the growth of crops, In fact, the growing population of India relies a great deal on agriculture and agriculture contributes 17% towards the GDP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Rice?>,Deep clayey and loamy soil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Wheat?>,Well-drained fertile loamy and clayey loamy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Millets?>,"They are less sensitive to soil deficiencies, They can be grown in inferior alluvial or loamy soil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Grams?>,Loamy Soil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Sugar Cane?>,Deep rich loamy soil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Cotton?>,"Black soil of Deccan and Malwa Plateau, However, it also grows well in alluvial soils of the Sutlej-Ganga plain and red and laterite soils of the peninsular region.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Oilseeds?>,"Well drained light sandy loams, red, yellow and black soils are well suited for its cultivation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Tea?>,"Well drained, deep friable loamy soil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of soil is required to grow Coffee?>,"Well drained, deep friable loamy soil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
